:START_ID,:END_ID,:TYPE,source_file,evidence
大熊猫,陕西秦岭亚种,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,陕西秦岭亚种（棕色大熊猫）与四川亚种有差异，体型略大、毛色偏棕。
大熊猫,棕色大熊猫,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,陕西秦岭亚种（棕色大熊猫）与四川亚种有差异，体型略大、毛色偏棕。
大熊猫,2016年,IUCN,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,世界自然保护联盟（IUCN）在2016年已将大熊猫从“濒危”降级为“易危”。
野生大熊猫数量约1800只,2023年,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,截至2023年，野生大熊猫数量约1800只，圈养约600只。
大熊猫,1800只,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,截至2023年，野生大熊猫数量约1800只，圈养约600只。
大熊猫,600只,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,截至2023年，野生大熊猫数量约1800只，圈养约600只。
中国,600万公顷,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,中国现有竹林面积超过600万公顷
大熊猫,1次,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,大熊猫每年仅发情1次（春季），发情期极短（1-3天）
大熊猫,1-3天,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,大熊猫每年仅发情1次（春季），发情期极短（1-3天）
圈养大熊猫幼崽,6-9个月龄,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,圈养大熊猫幼崽通常在6-9个月龄开始逐步断奶，但**完全断奶一般在1岁左右**，与野生环境下基本一致（野生幼崽约1-1.5岁断奶）。
圈养大熊猫幼崽,1岁左右,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,圈养大熊猫幼崽通常在6-9个月龄开始逐步断奶，但**完全断奶一般在1岁左右**，与野生环境下基本一致（野生幼崽约1-1.5岁断奶）。
野生大熊猫幼崽,1-1.5岁,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,圈养大熊猫幼崽通常在6-9个月龄开始逐步断奶，但**完全断奶一般在1岁左右**，与野生环境下基本一致（野生幼崽约1-1.5岁断奶）。
中国,2003年,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,中国从2003年开始实施大熊猫野化放归项目
大熊猫野化放归项目,2023年,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,截至2023年，已成功放归11只大熊猫（如“淘淘”“华妍”“张想”等）
大熊猫野化放归项目,11只,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,截至2023年，已成功放归11只大熊猫（如“淘淘”“华妍”“张想”等）
大熊猫“和盛”,2016年9月,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,大熊猫“和盛”于2016年9月在野化放归期间死亡
大熊猫“雪雪”,2014年10月,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,大熊猫“雪雪”于2014年10月放归，40天后死亡
大熊猫“雪雪”,40天,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,大熊猫“雪雪”于2014年10月放归，40天后死亡
四川成都、攀枝花等地警方,2024-2025年,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,2024-2025年，四川成都、攀枝花等地警方先后破获多起编造“大熊猫被虐待”的网络谣言案件。
都江堰市人民法院,2025年7月,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,2025年7月，都江堰市人民法院对造谣者进行公开审理，两名被告人因编造、散布虚假信息罪被判刑。
旅美大熊猫“丫丫”,2003年,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,“丫丫”和“乐乐”于2003年赴美孟菲斯动物园。
旅美大熊猫“丫丫”,孟菲斯动物园,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,“丫丫”和“乐乐”于2003年赴美孟菲斯动物园。
中国大熊猫保护研究中心,2024年5月,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,2024年5月，中国大熊猫保护研究中心官方发布辟谣信息，针对“熊猫中心藏匿、虐待归国熊猫'美香'一家”等不实言论进行澄清。
中国大熊猫保护研究中心,2024年6月,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫辟谣汇总_仅辟谣.md,2024年6月，中国大熊猫保护研究中心于发布声明，对编造、传播大熊猫被虐待等不实信息……已报警处理。
