:START_ID,:END_ID,:TYPE,source_file,evidence,category
大熊猫,1869年4月1日,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,1869 年 4 月 1 日，当地猎人为戴维捕到一只“竹熊”,熊猫知识
大熊猫,大熊猫,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,戴维帮其取名为“黑白熊”,熊猫知识
大熊猫,Ailuropoda melanoleuca,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,后来……还是认为Ailuropoda melanoleuca（黑白相间的猫熊）最合适，这一学名也就一直被使用并延续下来了,熊猫知识
大熊猫,大熊猫,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,1939年，中国第一次在重庆北碚平民公园（今北碚公园）展出饲养大熊猫。当时展出的名字标牌上分别用中、英文字书写“猫熊”……游人都将“猫熊”读成了“熊猫”,熊猫知识
大熊猫,重庆北碚平民公园,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,1939年，中国第一次在重庆北碚平民公园（今北碚公园）展出饲养大熊猫,熊猫知识
大熊猫,1939年,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,1939年，中国第一次在重庆北碚平民公园（今北碚公园）展出饲养大熊猫,熊猫知识
阿尔芒·戴维,穆坪东河邓池沟教堂,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,法国传教士阿尔芒·戴维……从上海来到宝兴，担任穆坪东河邓池沟教堂的第四代神父,熊猫知识
阿尔芒·戴维,上海,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,法国传教士阿尔芒·戴维……从上海来到宝兴,熊猫知识
阿尔芒·戴维,四川宝兴县,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,法国传教士阿尔芒·戴维……从上海来到宝兴,熊猫知识
大熊猫,法国巴黎国家博物馆,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]大熊猫奇妙课堂大熊猫的历史.md,戴维将这只“黑白熊”的皮做成标本，送回法国巴黎国家博物馆展出，世界上第一只大熊猫标本便由此产生,熊猫知识
大熊猫,其他珍稀动物,RELATED_TO,D:\panda\docs\熊猫知识\[202107201706]滚滚科普大熊猫的伞护使命.md,以大熊猫为“伞护种”，在保护野生大熊猫的同时，为其他珍稀动物提供了保护伞。,熊猫知识
大熊猫,始熊猫,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大熊猫是由始熊的一支演化成始熊猫，再由始熊猫演化成现在的大熊猫。,熊猫知识
始熊猫,始熊,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大熊猫是由始熊的一支演化成始熊猫，再由始熊猫演化成现在的大熊猫。,熊猫知识
大熊猫,1869年,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,自1869年给它定名时至今，一百多年过去了，争论仍未终止,熊猫知识
大熊猫,一百万年前,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大约在一百万年前，大熊猫曾广泛分布于我国东部、中部的广大地区，并向外延伸到东南亚的越南、泰国、老挝以及缅甸等地。,熊猫知识
大熊猫,我国东部,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大约在一百万年前，大熊猫曾广泛分布于我国东部、中部的广大地区，并向外延伸到东南亚的越南、泰国、老挝以及缅甸等地。,熊猫知识
大熊猫,我国中部,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大约在一百万年前，大熊猫曾广泛分布于我国东部、中部的广大地区，并向外延伸到东南亚的越南、泰国、老挝以及缅甸等地。,熊猫知识
大熊猫,越南,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大约在一百万年前，大熊猫曾广泛分布于我国东部、中部的广大地区，并向外延伸到东南亚的越南、泰国、老挝以及缅甸等地。,熊猫知识
大熊猫,泰国,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大约在一百万年前，大熊猫曾广泛分布于我国东部、中部的广大地区，并向外延伸到东南亚的越南、泰国、老挝以及缅甸等地。,熊猫知识
大熊猫,老挝,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大约在一百万年前，大熊猫曾广泛分布于我国东部、中部的广大地区，并向外延伸到东南亚的越南、泰国、老挝以及缅甸等地。,熊猫知识
大熊猫,缅甸,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大约在一百万年前，大熊猫曾广泛分布于我国东部、中部的广大地区，并向外延伸到东南亚的越南、泰国、老挝以及缅甸等地。,熊猫知识
大熊猫,四川,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,甘肃,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,陕西,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,秦岭,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,岷山,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,邛崃山,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,相岭,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,凉山山系,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在，大熊猫主要分布在我国的四川、甘肃、陕西的秦岭、岷山、邛崃山、相岭、凉山山系的高山深谷中,熊猫知识
大熊猫,1864只,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,截至第四次全国大熊猫调查显示，野生大熊猫数量为 1864 只。,熊猫知识
大熊猫,600只,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,截至2020年底，圈养大熊猫数量已超过600只。,熊猫知识
大熊猫,每年的四五月份,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,每年的四五月份是野生大熊猫的繁殖季节,熊猫知识
大熊猫,1-2个,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,它每胎产1-2个幼崽。,熊猫知识
大熊猫,120克,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,刚出生的大熊猫皮肤是粉红色的，带有稀疏的白毛，平均初生体重只有120克左右，约是成年大熊猫的0.1%,熊猫知识
大熊猫,0.1%,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,刚出生的大熊猫皮肤是粉红色的，带有稀疏的白毛，平均初生体重只有120克左右，约是成年大熊猫的0.1%,熊猫知识
大熊猫,1个月,2,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,1个月后体重可达2千克，3个月可达5-6千克。,熊猫知识
大熊猫,3个月,5_6,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,1个月后体重可达2千克，3个月可达5-6千克。,熊猫知识
大熊猫,五六个月大,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,等到幼年野生大熊猫五六个月大时，大熊猫妈妈就开始教它爬树、游泳、洗澡和剥食竹子等本领。,熊猫知识
大熊猫,两到三岁,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,大熊猫是独居动物，两到三岁时，幼年野生大熊猫会离开母亲，开始独立生活。,熊猫知识
大熊猫,12-18千克,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,一只成年的大熊猫每天要吃12-18千克左右的竹子。,熊猫知识
大熊猫,春天,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,春天一般待在海拔3000米以上的高山竹林里，夏天迁移到竹枝鲜嫩的阴坡处，秋天搬到2500米左右温暖的向阳山坡上，准备度过漫长的寒冬。,熊猫知识
大熊猫,夏天,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,春天一般待在海拔3000米以上的高山竹林里，夏天迁移到竹枝鲜嫩的阴坡处，秋天搬到2500米左右温暖的向阳山坡上，准备度过漫长的寒冬。,熊猫知识
大熊猫,秋天,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,春天一般待在海拔3000米以上的高山竹林里，夏天迁移到竹枝鲜嫩的阴坡处，秋天搬到2500米左右温暖的向阳山坡上，准备度过漫长的寒冬。,熊猫知识
大熊猫,3000米以上,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,春天一般待在海拔3000米以上的高山竹林里,熊猫知识
大熊猫,2500米左右,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,秋天搬到2500米左右温暖的向阳山坡上,熊猫知识
大熊猫,大熊猫,RELATED_TO,D:\panda\docs\熊猫知识\[202107231715]大熊猫奇妙课堂走近大熊猫.md,现在留下来的数量很少，成为科学家研究生物进化珍贵的“活化石”。,熊猫知识
大熊猫,体型肥、头圆、尾短,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的体型很肥，头圆圆的、尾巴比较短。,熊猫知识
大熊猫,60-73千克,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,野生大熊猫的体重为 60-73 千克；人工饲养的大熊猫体重为 80-125 千克，最重的达 180 千克。,熊猫知识
大熊猫,80-125千克,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,野生大熊猫的体重为 60-73 千克；人工饲养的大熊猫体重为 80-125 千克，最重的达 180 千克。,熊猫知识
大熊猫,180千克,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,野生大熊猫的体重为 60-73 千克；人工饲养的大熊猫体重为 80-125 千克，最重的达 180 千克。,熊猫知识
大熊猫,雄性个体体型大于雌性个体,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,人工饲养的大熊猫略重，一般雄性个体稍微大于雌性个体。,熊猫知识
大熊猫,650-750毫米,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫肩高 650-750 毫米，臀高 640-650 毫米；体长一般在 1200-1800 毫米之间。,熊猫知识
大熊猫,640-650毫米,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫肩高 650-750 毫米，臀高 640-650 毫米；体长一般在 1200-1800 毫米之间。,熊猫知识
大熊猫,1200-1800毫米,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫肩高 650-750 毫米，臀高 640-650 毫米；体长一般在 1200-1800 毫米之间。,熊猫知识
大熊猫,黑白两色（黑中透褐、白中带黄）,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的体色为黑白两色，头部和身体毛色黑白相间分明，但黑非纯黑，白也不是纯白，而是黑中透褐，白中带黄。,熊猫知识
秦岭地区大熊猫,个体偏大、体毛粗糙、腹毛略呈棕色,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,秦岭地区的大熊猫个体偏大，体毛粗糙，腹毛略呈棕色。,熊猫知识
岷山地区大熊猫,个体较小、体毛较细、腹毛棕色不明显,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,岷山地区的大熊猫则个体较小，体毛也比前者细，腹毛棕色不明显。,熊猫知识
大熊猫黑白体色,隐蔽于密林树上和积雪地面,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫黑白相间的外表，有利于隐蔽在密林的树上和积雪的地面，也是一种警戒色。,熊猫知识
大熊猫黑白体色,警戒色,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫黑白相间的外表……也是一种警戒色。,熊猫知识
大熊猫,针毛和绒毛组成,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的皮毛厚而粗，由针毛和绒毛组成，内层髓质厚，外层富含油脂，有良好的防潮、御寒作用。,熊猫知识
大熊猫,内层髓质厚,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的皮毛厚而粗，由针毛和绒毛组成，内层髓质厚，外层富含油脂，有良好的防潮、御寒作用。,熊猫知识
大熊猫,外层富含油脂,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的皮毛厚而粗，由针毛和绒毛组成，内层髓质厚，外层富含油脂，有良好的防潮、御寒作用。,熊猫知识
大熊猫皮毛,防潮、御寒,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的皮毛厚而粗……有良好的防潮、御寒作用。,熊猫知识
大熊猫被毛,保温、防潮,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫被毛比较粗硬，且具有一定弹性，底层有绒毛。它的被毛具有良好的保温防潮作用，所以大熊猫可以在寒冷的雪地里正常生活。,熊猫知识
大熊猫,换毛现象随个体体况而异,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,根据大熊猫个体的体况不同，存在不同时间的换毛现象。,熊猫知识
大熊猫黑眼圈,减弱入眼光线、吸收有害紫外线,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫天生视力差，有大大的黑眼圈，黑眼圈其实和人戴墨镜，是同一个道理，黑眼圈能减弱射入眼睛的光线，同时吸收能对眼睛造成伤害的紫外线。,熊猫知识
大熊猫黑眼圈,下树前看清地面以确认安全,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,夏天，一般在树顶上过夜，早上醒来，树顶光照强，地面上光线弱……大熊猫借助黑眼圈阻止强光照射，避免刺激眼睛，下树活动前可以看清地面情况，确认安全才下树。,熊猫知识
大熊猫黑眼圈,遮挡雪地反射强光、避免眼睛受刺激,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,冬天也是，白雪反射太阳光会刺激眼睛，有黑眼圈可以遮挡光线，避免眼睛受刺激。,熊猫知识
大熊猫,臼齿宽大、咀嚼面具釉质凸起和棱脊,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,为了能够更好的咀嚼竹子，大熊猫的牙齿随着时间发生了很大的变化，现代的大熊猫臼齿宽大，咀嚼面上长了许多釉质凸起和棱脊，虽然仍保留了食肉祖先的犬齿，但因使用较少而逐步钝化。,熊猫知识
大熊猫,犬齿保留但钝化,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,为了能够更好的咀嚼竹子……虽然仍保留了食肉祖先的犬齿，但因使用较少而逐步钝化。,熊猫知识
大熊猫,食肉目,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫分属食肉目，是因为它们拥有典型的食肉目动物的消化系统。,熊猫知识
大熊猫伪拇指,腕部籽骨特化,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,当它们以食肉和杂食为生的时候，它们的确拥有非常明显的五个手指，但在之后的演化进程中，在大熊猫的前掌上慢慢多出一个类似“手指”的东西来……其实，大熊猫实际上的手指数量为五个，这个多出的“第六个手指”并非真正意义上的手指，而是由腕部籽骨特化而来，成了俗话说的“伪拇指”，主要起握住竹子的作用。,熊猫知识
大熊猫前掌第六结构,伪拇指,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,其实，大熊猫实际上的手指数量为五个，这个多出的“第六个手指”并非真正意义上的手指，而是由腕部籽骨特化而来，成了俗话说的“伪拇指”，主要起握住竹子的作用。,熊猫知识
大熊猫伪拇指,握住竹子,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,其实，大熊猫实际上的手指数量为五个……主要起握住竹子的作用。,熊猫知识
大熊猫伪拇指,无骨肉垫,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,说是“骨”，其实这是一个没有骨头的肉垫，这个肉垫是长不出指甲的，不过却有着大拇指的灵活，它可以和熊猫前掌五个手指实现对握。,熊猫知识
大熊猫伪拇指,对握,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,说是“骨”，其实这是一个没有骨头的肉垫……它可以和熊猫前掌五个手指实现对握。,熊猫知识
大熊猫尾巴,白色,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的尾巴是白色的。,熊猫知识
大熊猫,尾巴很短,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的尾巴很短，肛周区有一块无毛区域，该区域的腺体丰富，尾巴的其余部分毛比较蓬松，毛茸茸的。,熊猫知识
大熊猫,肛周区无毛且腺体丰富,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,大熊猫的尾巴很短，肛周区有一块无毛区域，该区域的腺体丰富，尾巴的其余部分毛比较蓬松，毛茸茸的。,熊猫知识
大熊猫尾巴,紧贴身体、作为腺区/肛门/外阴保护盖,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,尾巴通常紧贴着身体，成为腺区、肛门和外阴的保护盖。,熊猫知识
大熊猫尾巴,用尾巴刷涂分泌物进行信息标记,RELATED_TO,D:\panda\docs\熊猫知识\[202107281810]大熊猫奇妙课堂大熊猫的外形特征.md,当尾腺、肛周腺和外阴有分泌物排出时，大熊猫可以把尾巴当作刷子，四处标记信息。,熊猫知识
内八字行走,减少能量消耗,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,大熊猫是用内八字行走的，这种动作有利于减少能量消耗，以适应竹子这种低能量的食物。,熊猫知识
大熊猫,一半时间,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,大熊猫每天约有一半时间在进食，另一半时间则是在睡梦中度过。,熊猫知识
大熊猫,2-4 个小时,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,在野外，大熊猫每次进食过后会睡上 2-4 个小时，睡醒后再继续进食；,熊猫知识
饲养员喂食时间,动物园环境,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,在动物园里，除了饲养员每天给它们喂食的时间外，其余的时间大熊猫都会选择休息。,熊猫知识
大熊猫,冬眠,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,但是大熊猫并不像其他熊一样有着冬眠的习性，在严冬的时候，它们依旧会在雪地中寻找食物。,熊猫知识
大熊猫,幼年阶段,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,熊猫妈妈会在孩子小时候教它们如何爬树以保证自己的生存安全。,熊猫知识
爪子嵌入树干与树干凹凸不平,控制身体平衡,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,大熊猫的爪子非常锋利，可以嵌入树干，而树干表面凹凸不平，使大熊猫能够在爬树上行的过程中牢牢地抓住树干，控制自己的身体平衡，更快地爬上去。,熊猫知识
爬树,平路行走速度,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,很多大熊猫爬树非常快，比在平路上走路快得多。,熊猫知识
气味标记,同类间交流,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,大熊猫常年生活在树木茂密的高山上或薄雾弥漫的竹林里，同类是非常少见的，为此，大熊猫主要通过气味标记来实现同类间的交流。,熊猫知识
主动走开,非发情季节,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,在非发情季节，它们一旦闻到陌生大熊猫的气味，便会主动走开；,熊猫知识
雌性大熊猫留下气味标记,发情季节,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,在发情季节，雌性大熊猫会留下气味标记，表示她已经做好交配的准备，并且希望有雄性大熊猫前来。,熊猫知识
气味标记,声音交流,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,在大熊猫找到彼此后，便会转为声音交流，大熊猫依靠它们丰富的“语言”来表达求偶、生气等多种情绪。,熊猫知识
大熊猫,游泳,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,大熊猫生活在高山地区，周边只有小溪、小河，几乎不用游泳就能顺利通过，所以很少有人拍到大熊猫游泳的画面，但其实大熊猫也会游泳。,熊猫知识
身上沾水或涉水后,抖水,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,如果身上沾了水或者过河涉水之后，也会像其他动物一样把身上的水抖掉。,熊猫知识
醉水,饮水过度,RELATED_TO,D:\panda\docs\熊猫知识\[202108021457]大熊猫奇妙课堂大熊猫的行为特征.md,大熊猫会长途跋涉寻找清净的水源，在饮水过度时它们会腹胀如鼓，行似醉汉，走路蹒跚或躺在水边，这就是民间传说中大熊猫的“醉水”习性。,熊猫知识
